order_id;date;full_date;year;month_year;month;day_of_week;hour;name;size;category;price;quantity;revenue;ingredients;quantity_str
1284;'22.01.2015';'22.01.2015 15:53:38';2015;'01.01.2015';'January';'Thursday';15;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
1323;'23.01.2015';'23.01.2015 11:45:37';2015;'01.01.2015';'January';'Friday';11;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
1559;'27.01.2015';'27.01.2015 12:34:12';2015;'01.01.2015';'January';'Tuesday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
1603;'27.01.2015';'27.01.2015 19:16:45';2015;'01.01.2015';'January';'Tuesday';19;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
1639;'28.01.2015';'28.01.2015 13:37:57';2015;'01.01.2015';'January';'Wednesday';13;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
1675;'29.01.2015';'29.01.2015 12:26:53';2015;'01.01.2015';'January';'Thursday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
1710;'29.01.2015';'29.01.2015 18:58:20';2015;'01.01.2015';'January';'Thursday';18;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
1725;'29.01.2015';'29.01.2015 21:27:53';2015;'01.01.2015';'January';'Thursday';21;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
1769;'30.01.2015';'30.01.2015 19:28:51';2015;'01.01.2015';'January';'Friday';19;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
1816;'31.01.2015';'31.01.2015 17:59:29';2015;'01.01.2015';'January';'Saturday';17;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
1835;'31.01.2015';'31.01.2015 20:28:11';2015;'01.01.2015';'January';'Saturday';20;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
1840;'31.01.2015';'31.01.2015 21:01:00';2015;'01.01.2015';'January';'Saturday';21;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
1884;'01.02.2015';'01.02.2015 16:34:15';2015;'01.02.2015';'February';'Sunday';16;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2006;'03.02.2015';'03.02.2015 12:35:28';2015;'01.02.2015';'February';'Tuesday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2015;'03.02.2015';'03.02.2015 13:23:49';2015;'01.02.2015';'February';'Tuesday';13;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2074;'04.02.2015';'04.02.2015 13:41:08';2015;'01.02.2015';'February';'Wednesday';13;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2086;'04.02.2015';'04.02.2015 16:38:50';2015;'01.02.2015';'February';'Wednesday';16;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2092;'04.02.2015';'04.02.2015 17:31:43';2015;'01.02.2015';'February';'Wednesday';17;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2132;'05.02.2015';'05.02.2015 14:18:04';2015;'01.02.2015';'February';'Thursday';14;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2138;'05.02.2015';'05.02.2015 15:08:13';2015;'01.02.2015';'February';'Thursday';15;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2188;'06.02.2015';'06.02.2015 13:13:33';2015;'01.02.2015';'February';'Friday';13;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2229;'06.02.2015';'06.02.2015 20:16:54';2015;'01.02.2015';'February';'Friday';20;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2237;'06.02.2015';'06.02.2015 21:37:09';2015;'01.02.2015';'February';'Friday';21;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2351;'08.02.2015';'08.02.2015 21:52:14';2015;'01.02.2015';'February';'Sunday';21;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2423;'10.02.2015';'10.02.2015 13:04:06';2015;'01.02.2015';'February';'Tuesday';13;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2495;'11.02.2015';'11.02.2015 14:50:55';2015;'01.02.2015';'February';'Wednesday';14;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2540;'12.02.2015';'12.02.2015 11:48:50';2015;'01.02.2015';'February';'Thursday';11;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2570;'12.02.2015';'12.02.2015 15:54:49';2015;'01.02.2015';'February';'Thursday';15;'The Hawaiian Pizza';'M';'Classic';13.25;2;26.5;'Sliced Ham, Pineapple, Mozzarella Cheese';'Two'
2584;'12.02.2015';'12.02.2015 18:25:21';2015;'01.02.2015';'February';'Thursday';18;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2652;'13.02.2015';'13.02.2015 21:00:56';2015;'01.02.2015';'February';'Friday';21;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2697;'14.02.2015';'14.02.2015 18:43:18';2015;'01.02.2015';'February';'Saturday';18;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2786;'16.02.2015';'16.02.2015 12:18:19';2015;'01.02.2015';'February';'Monday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2791;'16.02.2015';'16.02.2015 12:53:24';2015;'01.02.2015';'February';'Monday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2795;'16.02.2015';'16.02.2015 13:44:29';2015;'01.02.2015';'February';'Monday';13;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2802;'16.02.2015';'16.02.2015 16:01:31';2015;'01.02.2015';'February';'Monday';16;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2874;'17.02.2015';'17.02.2015 19:03:32';2015;'01.02.2015';'February';'Tuesday';19;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2910;'18.02.2015';'18.02.2015 14:32:22';2015;'01.02.2015';'February';'Wednesday';14;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2958;'19.02.2015';'19.02.2015 12:56:06';2015;'01.02.2015';'February';'Thursday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
2959;'19.02.2015';'19.02.2015 13:01:24';2015;'01.02.2015';'February';'Thursday';13;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3010;'20.02.2015';'20.02.2015 12:26:16';2015;'01.02.2015';'February';'Friday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3037;'20.02.2015';'20.02.2015 15:16:15';2015;'01.02.2015';'February';'Friday';15;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3082;'21.02.2015';'21.02.2015 12:37:30';2015;'01.02.2015';'February';'Saturday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3093;'21.02.2015';'21.02.2015 15:07:39';2015;'01.02.2015';'February';'Saturday';15;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3222;'23.02.2015';'23.02.2015 21:19:27';2015;'01.02.2015';'February';'Monday';21;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3234;'24.02.2015';'24.02.2015 12:34:37';2015;'01.02.2015';'February';'Tuesday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3249;'24.02.2015';'24.02.2015 15:18:55';2015;'01.02.2015';'February';'Tuesday';15;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3250;'24.02.2015';'24.02.2015 16:09:29';2015;'01.02.2015';'February';'Tuesday';16;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3276;'24.02.2015';'24.02.2015 20:46:55';2015;'01.02.2015';'February';'Tuesday';20;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3388;'26.02.2015';'26.02.2015 17:53:56';2015;'01.02.2015';'February';'Thursday';17;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3412;'27.02.2015';'27.02.2015 12:40:41';2015;'01.02.2015';'February';'Friday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3496;'28.02.2015';'28.02.2015 17:01:57';2015;'01.02.2015';'February';'Saturday';17;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3589;'02.03.2015';'02.03.2015 12:46:49';2015;'01.03.2015';'March';'Monday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3601;'02.03.2015';'02.03.2015 14:04:41';2015;'01.03.2015';'March';'Monday';14;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3622;'02.03.2015';'02.03.2015 18:06:22';2015;'01.03.2015';'March';'Monday';18;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3633;'02.03.2015';'02.03.2015 21:03:49';2015;'01.03.2015';'March';'Monday';21;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3642;'03.03.2015';'03.03.2015 12:24:18';2015;'01.03.2015';'March';'Tuesday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3659;'03.03.2015';'03.03.2015 14:03:25';2015;'01.03.2015';'March';'Tuesday';14;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3681;'03.03.2015';'03.03.2015 19:11:50';2015;'01.03.2015';'March';'Tuesday';19;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3692;'04.03.2015';'04.03.2015 11:31:04';2015;'01.03.2015';'March';'Wednesday';11;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3780;'05.03.2015';'05.03.2015 14:39:18';2015;'01.03.2015';'March';'Thursday';14;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3786;'05.03.2015';'05.03.2015 15:48:08';2015;'01.03.2015';'March';'Thursday';15;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3858;'06.03.2015';'06.03.2015 18:42:52';2015;'01.03.2015';'March';'Friday';18;'The Hawaiian Pizza';'M';'Classic';13.25;2;26.5;'Sliced Ham, Pineapple, Mozzarella Cheese';'Two'
3884;'07.03.2015';'07.03.2015 11:52:36';2015;'01.03.2015';'March';'Saturday';11;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3951;'08.03.2015';'08.03.2015 14:14:25';2015;'01.03.2015';'March';'Sunday';14;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3957;'08.03.2015';'08.03.2015 15:02:47';2015;'01.03.2015';'March';'Sunday';15;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3963;'08.03.2015';'08.03.2015 15:59:35';2015;'01.03.2015';'March';'Sunday';15;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
3978;'08.03.2015';'08.03.2015 17:55:21';2015;'01.03.2015';'March';'Sunday';17;'The Hawaiian Pizza';'M';'Classic';13.25;2;26.5;'Sliced Ham, Pineapple, Mozzarella Cheese';'Two'
4057;'10.03.2015';'10.03.2015 11:28:54';2015;'01.03.2015';'March';'Tuesday';11;'The Hawaiian Pizza';'M';'Classic';13.25;2;26.5;'Sliced Ham, Pineapple, Mozzarella Cheese';'Two'
4180;'12.03.2015';'12.03.2015 12:00:07';2015;'01.03.2015';'March';'Thursday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4283;'13.03.2015';'13.03.2015 20:00:35';2015;'01.03.2015';'March';'Friday';20;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4287;'13.03.2015';'13.03.2015 20:22:24';2015;'01.03.2015';'March';'Friday';20;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4351;'14.03.2015';'14.03.2015 21:05:17';2015;'01.03.2015';'March';'Saturday';21;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4357;'15.03.2015';'15.03.2015 11:49:01';2015;'01.03.2015';'March';'Sunday';11;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4397;'15.03.2015';'15.03.2015 19:49:03';2015;'01.03.2015';'March';'Sunday';19;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4402;'15.03.2015';'15.03.2015 21:26:48';2015;'01.03.2015';'March';'Sunday';21;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4495;'17.03.2015';'17.03.2015 16:09:57';2015;'01.03.2015';'March';'Tuesday';16;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4516;'17.03.2015';'17.03.2015 18:59:02';2015;'01.03.2015';'March';'Tuesday';18;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4578;'18.03.2015';'18.03.2015 17:59:02';2015;'01.03.2015';'March';'Wednesday';17;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4580;'18.03.2015';'18.03.2015 18:11:13';2015;'01.03.2015';'March';'Wednesday';18;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4704;'20.03.2015';'20.03.2015 19:01:03';2015;'01.03.2015';'March';'Friday';19;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4749;'21.03.2015';'21.03.2015 14:46:54';2015;'01.03.2015';'March';'Saturday';14;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4763;'21.03.2015';'21.03.2015 18:44:01';2015;'01.03.2015';'March';'Saturday';18;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4765;'21.03.2015';'21.03.2015 18:53:49';2015;'01.03.2015';'March';'Saturday';18;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4774;'21.03.2015';'21.03.2015 20:14:45';2015;'01.03.2015';'March';'Saturday';20;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4803;'22.03.2015';'22.03.2015 17:50:14';2015;'01.03.2015';'March';'Sunday';17;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4836;'23.03.2015';'23.03.2015 12:57:49';2015;'01.03.2015';'March';'Monday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4843;'23.03.2015';'23.03.2015 14:03:50';2015;'01.03.2015';'March';'Monday';14;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
4880;'23.03.2015';'23.03.2015 22:39:18';2015;'01.03.2015';'March';'Monday';22;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5019;'26.03.2015';'26.03.2015 14:12:31';2015;'01.03.2015';'March';'Thursday';14;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5034;'26.03.2015';'26.03.2015 16:51:53';2015;'01.03.2015';'March';'Thursday';16;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5100;'27.03.2015';'27.03.2015 17:49:28';2015;'01.03.2015';'March';'Friday';17;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5102;'27.03.2015';'27.03.2015 17:52:41';2015;'01.03.2015';'March';'Friday';17;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5121;'27.03.2015';'27.03.2015 20:03:34';2015;'01.03.2015';'March';'Friday';20;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5174;'28.03.2015';'28.03.2015 18:55:54';2015;'01.03.2015';'March';'Saturday';18;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5185;'28.03.2015';'28.03.2015 20:24:32';2015;'01.03.2015';'March';'Saturday';20;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5274;'30.03.2015';'30.03.2015 15:55:42';2015;'01.03.2015';'March';'Monday';15;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5410;'01.04.2015';'01.04.2015 17:34:22';2015;'01.04.2015';'April';'Wednesday';17;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5438;'02.04.2015';'02.04.2015 11:37:27';2015;'01.04.2015';'April';'Thursday';11;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5441;'02.04.2015';'02.04.2015 11:53:01';2015;'01.04.2015';'April';'Thursday';11;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5456;'02.04.2015';'02.04.2015 13:01:37';2015;'01.04.2015';'April';'Thursday';13;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5502;'03.04.2015';'03.04.2015 11:44:44';2015;'01.04.2015';'April';'Friday';11;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5518;'03.04.2015';'03.04.2015 13:46:06';2015;'01.04.2015';'April';'Friday';13;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5524;'03.04.2015';'03.04.2015 14:56:00';2015;'01.04.2015';'April';'Friday';14;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5558;'03.04.2015';'03.04.2015 21:48:03';2015;'01.04.2015';'April';'Friday';21;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5561;'03.04.2015';'03.04.2015 22:08:55';2015;'01.04.2015';'April';'Friday';22;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5589;'04.04.2015';'04.04.2015 16:18:40';2015;'01.04.2015';'April';'Saturday';16;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5599;'04.04.2015';'04.04.2015 18:19:49';2015;'01.04.2015';'April';'Saturday';18;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5637;'05.04.2015';'05.04.2015 13:10:49';2015;'01.04.2015';'April';'Sunday';13;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5692;'06.04.2015';'06.04.2015 12:37:11';2015;'01.04.2015';'April';'Monday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5709;'06.04.2015';'06.04.2015 15:56:17';2015;'01.04.2015';'April';'Monday';15;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5745;'07.04.2015';'07.04.2015 12:38:22';2015;'01.04.2015';'April';'Tuesday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5746;'07.04.2015';'07.04.2015 12:38:50';2015;'01.04.2015';'April';'Tuesday';12;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
5945;'10.04.2015';'10.04.2015 17:40:18';2015;'01.04.2015';'April';'Friday';17;'The Hawaiian Pizza';'M';'Classic';13.25;1;13.25;'Sliced Ham, Pineapple, Mozzarella Cheese';'One'
